"","accessCode","userID","fastestRT_sess_1","fastestRT_sess_2","fastestRT_sess_3","fastestRT_sess_4","fastestRT_sess_5","fastestRT_sess_6","highestLevel_sess_1","highestLevel_sess_2","highestLevel_sess_3","highestLevel_sess_4","highestLevel_sess_5","highestLevel_sess_6","highestTrialCount_sess_1","highestTrialCount_sess_2","highestTrialCount_sess_3","highestTrialCount_sess_4","highestTrialCount_sess_5","highestTrialCount_sess_6","trialCount_sess_1","trialCount_sess_2","trialCount_sess_3","trialCount_sess_4","trialCount_sess_5","trialCount_sess_6","nLevels_sess_1","nLevels_sess_2","nLevels_sess_3","nLevels_sess_4","nLevels_sess_5","nLevels_sess_6","timePlayed_sess_1","timePlayed_sess_2","timePlayed_sess_3","timePlayed_sess_4","timePlayed_sess_5","timePlayed_sess_6","HITS_sess_1","HITS_sess_2","HITS_sess_3","HITS_sess_4","HITS_sess_5","HITS_sess_6","Hit_AvgRT_sess_1","Hit_AvgRT_sess_2","Hit_AvgRT_sess_3","Hit_AvgRT_sess_4","Hit_AvgRT_sess_5","Hit_AvgRT_sess_6","Hit_SDRT_sess_1","Hit_SDRT_sess_2","Hit_SDRT_sess_3","Hit_SDRT_sess_4","Hit_SDRT_sess_5","Hit_SDRT_sess_6","MISSED_sess_1","MISSED_sess_2","MISSED_sess_3","MISSED_sess_4","MISSED_sess_5","MISSED_sess_6","Miss_AvgRT_sess_1","Miss_AvgRT_sess_2","Miss_AvgRT_sess_3","Miss_AvgRT_sess_4","Miss_AvgRT_sess_5","Miss_AvgRT_sess_6","Miss_SDRT_sess_1","Miss_SDRT_sess_2","Miss_SDRT_sess_3","Miss_SDRT_sess_4","Miss_SDRT_sess_5","Miss_SDRT_sess_6","WRONG_sess_1","WRONG_sess_2","WRONG_sess_3","WRONG_sess_4","WRONG_sess_5","WRONG_sess_6","Wrong_AvgRT_sess_1","Wrong_AvgRT_sess_2","Wrong_AvgRT_sess_3","Wrong_AvgRT_sess_4","Wrong_AvgRT_sess_5","Wrong_AvgRT_sess_6","Wrong_SDRT_sess_1","Wrong_SDRT_sess_2","Wrong_SDRT_sess_3","Wrong_SDRT_sess_4","Wrong_SDRT_sess_5","Wrong_SDRT_sess_6","highestLevelPct_sess_1","highestLevelPct_sess_2","highestLevelPct_sess_3","highestLevelPct_sess_4","highestLevelPct_sess_5","highestLevelPct_sess_6","percentCorrect_sess_1","percentCorrect_sess_2","percentCorrect_sess_3","percentCorrect_sess_4","percentCorrect_sess_5","percentCorrect_sess_6","HitRate_sess_1","HitRate_sess_2","HitRate_sess_3","HitRate_sess_4","HitRate_sess_5","HitRate_sess_6","FARate_sess_1","FARate_sess_2","FARate_sess_3","FARate_sess_4","FARate_sess_5","FARate_sess_6","DPrime_sess_1","DPrime_sess_2","DPrime_sess_3","DPrime_sess_4","DPrime_sess_5","DPrime_sess_6"
"21","ATHF18","16773",0.34948,0.032315,0.4005,0.015795,0,NA,"SpaceCakesLevel 1-3-0","SpaceCakesLevel 1-1-2","SpaceCakesLevel 0-3-1","SpaceCakesLevel 2-1-0","SpaceCakesLevel 2-0-6",NA,40,30,30,40,40,NA,559,358,105,80,280,NA,10,11,4,2,7,NA,"1890","1788","1554","155","886",NA,500,278,86,71,92,NA,1.0771817006,1.0905208683813,1.13459773255814,1.44234429859155,1.81203193815217,NA,0.490731677092439,0.719751704187482,0.679334205112706,0.493038942943835,1.52861367484788,NA,0,3,0,0,115,NA,NA,3.64286966666667,NA,NA,0.531419343478261,NA,NA,0.402280995984565,NA,NA,1.0233218373507,NA,59,77,19,9,73,NA,1.29832292542373,1.22837484805195,1.66850506842105,1.1544501,1.10545633424658,NA,0.573982781791678,1.16460486263894,1.14772657882137,0.600198431640418,1.11588913540622,NA,7,8,29,50,14,NA,89,78,82,89,33,NA,0.89,0.78,0.82,0.88,0.33,NA,0.11,0.22,0.18,0.12,0.26,NA,2.45305624007322,1.54438642837737,1.83073017568563,2.34997358413218,0.203432239719683,NA
"22","ATHF18","16776",0.36599,0.0337,0.351,0.149935,0,NA,"SpaceCakesLevel 1-3-0","SpaceCakesLevel 2-3-0","SpaceCakesLevel 0-2-4","SpaceCakesLevel 4-0-0","SpaceCakesLevel 4-3-0",NA,56,60,120,40,40,NA,616,1135,660,600,300,NA,9,15,6,11,6,NA,"1951","4436","1839","1686","998",NA,597,1038,646,574,260,NA,1.08618328140704,1.36646220424855,0.867769273065016,1.91618359599303,2.12475224961538,NA,0.465421211863549,0.69188614816238,0.359711958000236,0.676471397523671,1.04305588211121,NA,2,0,0,0,4,NA,1.1928325,NA,NA,NA,2.84789025,NA,0.365330254033936,NA,NA,NA,0.48149195401057,NA,17,97,14,26,36,NA,1.06287056470588,1.61512551340206,1.08010007142857,2.20270688461538,1.14888875,NA,0.545724030541121,0.888524988682488,0.74260463339731,0.85735335343035,1.72260421881014,NA,9,5,18,7,13,NA,97,91,98,96,87,NA,0.97,0.91,0.98,0.96,0.87,NA,0.03,0.09,0.02,0.04,0.12,NA,3.7615872163025,2.68151006738043,4.10749782126364,3.50137214250434,2.30137792110489,NA
"23","ATHF18","16779",0.11654,0.01605,0,0.8519,0,NA,"SpaceCakesLevel 1-2-0","SpaceCakesLevel 1-0-0","SpaceCakesLevel 0-0-0","SpaceCakesLevel 2-4-0","SpaceCakesLevel 2-4-1",NA,40,30,20,20,20,NA,399,210,20,220,220,NA,9,6,1,5,4,NA,"1917","904","120","572","599",NA,370,208,12,206,145,NA,1.31913207216216,1.11089466442308,0.7760350075,1.85629798106796,1.41782844206897,NA,0.651164966246627,0.435734699169201,1.20144699141851,0.722474142417778,0.796836599020591,NA,0,0,0,0,6,NA,NA,NA,NA,NA,0.8565934,NA,NA,NA,NA,NA,0.133783398970694,NA,29,2,8,14,69,NA,1.77433471724138,0.9260225,0.90099825,2.0456915,1.17669297376812,NA,1.34614555973156,0.0826360339833659,2.33479849317701,0.700052443233939,1.40554554647809,NA,10,14,100,9,9,NA,93,99,60,94,66,NA,0.93,0.99,0.6,0.93,0.66,NA,0.07,0.01,0.4,0.07,0.31,NA,2.95158205635834,4.65269574808168,0.5066942062716,2.95158205635834,0.908313476788858,NA
"24","ATHF18","16782",0,0.067075,0,0.017135,0.366605,NA,"SpaceCakesLevel 1-1-1","SpaceCakesLevel 1-2-0","SpaceCakesLevel 0-4-2","SpaceCakesLevel 2-3-2","SpaceCakesLevel 2-2-0",NA,30,40,30,60,60,NA,300,380,210,400,140,NA,9,12,5,8,3,NA,"892","1712","941","1644","688",NA,248,282,163,288,55,NA,1.27630252625,1.1737431762766,1.55561761901841,1.66066289829861,2.08691647272727,NA,0.807506552655087,0.622522503666357,1.19925004897198,0.752103927652895,0.943437854464112,NA,0,9,4,18,58,NA,NA,0.161296666666667,0,0.960907555555556,2.18458969396552,NA,NA,0.0438424046301067,0,1.02701998589971,1.57735878729547,NA,52,89,43,94,27,NA,1.07030096326923,1.10355756067416,1.56287872767442,1.29875270202128,2.03283676333333,NA,0.917171655342629,0.846905584933419,1.18021925623974,0.851146462868996,1.40384751756749,NA,10,11,14,15,43,NA,83,74,78,72,39,NA,0.83,0.74,0.77,0.72,0.39,NA,0.17,0.23,0.21,0.24,0.2,NA,1.90833050629239,1.38219225457813,1.54526809620345,1.2891440701113,0.56230219912546,NA
"25","ATHF18","16785",0.449685,0.070295,0.4339,0.033055,0.100335,NA,"SpaceCakesLevel 1-3-0","SpaceCakesLevel 2-1-1","SpaceCakesLevel 0-4-2","SpaceCakesLevel 3-2-0","SpaceCakesLevel 3-3-0",NA,40,40,30,60,30,NA,560,440,270,659,250,NA,9,11,7,11,5,NA,"1901","1967","1754","1838","1023",NA,522,395,247,538,221,NA,1.27975517509579,1.35627980886076,1.29160913805668,1.6552266972119,1.7730400361991,NA,0.757998285307844,0.653315048398888,0.655261389041073,0.719325609435385,0.68835897303879,NA,0,1,1,0,0,NA,NA,4.48824,1.0345,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,44,22,121,29,NA,1.33851107368421,1.39497691590909,1.61128211818182,1.53575972975207,2.14269800344828,NA,0.80098764765234,0.643829705196858,0.76631184705996,0.875300738792518,1.04726204489572,NA,7,9,11,9,12,NA,93,90,91,82,88,NA,0.93,0.9,0.91,0.82,0.88,NA,0.07,0.1,0.08,0.18,0.12,NA,2.95158205635834,2.5631031310892,2.74582659399985,1.83073017568563,2.34997358413218,NA
"26","ATHF18","16791",0,0,0.100105,0,0,NA,"SpaceCakesLevel 1-2-1","SpaceCakesLevel 1-0-0","SpaceCakesLevel 0-2-2","SpaceCakesLevel 2-3-4","SpaceCakesLevel 2-4-0",NA,40,30,60,60,38,NA,610,362,315,660,377,NA,18,8,5,13,8,NA,"1948","1772","1646","1746","1002",NA,423,284,269,375,269,NA,1.14799016193853,1.09778452992958,0.912333527509294,1.29837359394667,1.75107520557621,NA,1.00896594941024,0.667848426994909,0.419792678171907,1.00108258183238,1.18534934253978,NA,29,14,6,97,28,NA,2.03388127586207,0.843228592857143,0.70354335,0.530647175257732,1.00465874285714,NA,2.15109219126308,0.712356466863774,0.444126271248994,0.963521610508676,1.06068649823591,NA,158,64,40,188,80,NA,0.971812374746835,1.139482840625,1.28819259,1.12085829090426,1.51676993625,NA,1.35851507493864,0.871535113953341,0.930546309677124,1.12882608849909,1.18833019435935,NA,7,8,19,9,10,NA,69,78,85,57,71,NA,0.69,0.78,0.85,0.57,0.71,NA,0.26,0.18,0.13,0.29,0.21,NA,1.13919575274037,1.6875583020315,2.16282451853259,0.729758884336534,1.35980596657391,NA
"27","ATHF18","16797",0.066615,0.0166,0,0.0176,NA,NA,"SpaceCakesLevel 1-1-0","SpaceCakesLevel 0-2-2","SpaceCakesLevel 2-0-5","SpaceCakesLevel 2-2-0",NA,NA,30,60,24,16,NA,NA,451,300,224,254,NA,NA,13,6,6,7,NA,NA,"1972","968","1500","818",NA,NA,341,230,145,190,NA,NA,1.41941163548387,1.2621374,1.83818564689655,1.83292276421053,NA,NA,0.924508479228112,0.960138938065731,1.21017497305837,0.950219513498837,NA,NA,3,20,18,1,NA,NA,0.555809966666667,0.91596004,1.28628444444444,2.286001,NA,NA,0.491537089090949,1.13826389436746,0.914099990103203,NA,NA,NA,107,50,61,63,NA,NA,1.5113537664486,1.3731898978,2.08727341786885,1.64093001587302,NA,NA,1.11925308753851,1.25746083960828,2.46951185040616,1.17068230822629,NA,NA,7,20,11,6,NA,NA,76,77,65,75,NA,NA,0.76,0.77,0.65,0.75,NA,NA,0.24,0.17,0.27,0.25,NA,NA,1.41260512568018,1.69301210233141,0.998133457424195,1.34897950039216,NA,NA
"28","ATHF18","16800",0,0,0.4329,0,0.06983,NA,"SpaceCakesLevel 0-4-0","SpaceCakesLevel 1-0-0","SpaceCakesLevel 0-3-1","SpaceCakesLevel 2-0-6","SpaceCakesLevel 2-2-1",NA,60,30,30,40,39,NA,360,381,130,280,339,NA,5,9,4,7,8,NA,"1703","1993","1393","636","982",NA,324,292,115,121,256,NA,1.25165948240741,1.18317463116438,1.31864536086957,0.483382616528926,1.60186985,NA,0.658150638059787,0.840335620853083,0.720792304606263,0.837113016357876,0.875730462123916,NA,0,8,0,27,0,NA,NA,1.2073875,NA,0.379281525925926,NA,NA,NA,0.652753017036306,NA,0.352725645848778,NA,NA,36,81,15,132,83,NA,1.4385411775,1.23311718641975,2.09662627333333,0.571286375606061,1.40403622771084,NA,1.28447133489792,1.18421884586301,1.53825516464968,0.773865110536728,1.09159336652795,NA,17,8,23,14,12,NA,90,77,88,43,76,NA,0.9,0.77,0.88,0.43,0.75,NA,0.1,0.21,0.12,0.47,0.25,NA,2.5631031310892,1.54526809620345,2.34997358413218,-0.101104302681031,1.34897950039216,NA
"29","ATHF18","16803",0,0.400305,0.5003,0.3439,0.734215,NA,"SpaceCakesLevel 1-3-0","SpaceCakesLevel 2-2-0","SpaceCakesLevel 0-2-1","SpaceCakesLevel 2-4-0","SpaceCakesLevel 3-0-0",NA,80,60,60,80,40,NA,1230,434,150,280,180,NA,16,11,3,5,3,NA,"12323","2140","915","945","733",NA,1033,412,137,261,163,NA,1.32248147742498,1.22022140533981,1.34585716934307,1.8560668256705,1.70637684785276,NA,1.08240460553388,0.588718497210858,0.691878771201047,0.718717920278976,0.801279061176692,NA,3,2,0,0,0,NA,0.279033333333333,0.7263425,NA,NA,NA,NA,0.483299910338636,0.789650891288359,NA,NA,NA,NA,194,20,13,19,17,NA,1.1552417814433,1.450827205,2.39697692307692,2.10661047368421,1.70967176470588,NA,1.07705538266848,1.1312130982727,1.1495343771536,0.897846926836292,0.663698069178347,NA,7,14,40,29,22,NA,84,95,91,93,91,NA,0.84,0.95,0.91,0.93,0.9,NA,0.16,0.05,0.09,0.07,0.1,NA,1.98891576641951,3.28970725390294,2.68151006738043,2.95158205635834,2.5631031310892,NA
"30","ATHF18","16806",0.06692,0.017,0.034735,0.3504,NA,NA,"SpaceCakesLevel 1-1-0","SpaceCakesLevel 1-2-1","SpaceCakesLevel 2-2-0","SpaceCakesLevel 2-3-0",NA,NA,30,120,60,60,NA,NA,479,210,220,160,NA,NA,8,4,5,3,NA,NA,"1818","1494","916","1019",NA,NA,437,147,169,130,NA,NA,0.895039420594966,0.774025185714286,1.48445932721893,1.40978338230769,NA,NA,0.351424761253492,0.588527450590499,0.653415047204459,0.629544217844224,NA,NA,0,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,62,51,30,NA,NA,0.988411178571429,0.883246767741935,0.99013157254902,1.36337034333333,NA,NA,0.445397180115483,0.784396412414442,0.539580418599063,0.507777862948117,NA,NA,6,57,27,38,NA,NA,91,70,77,81,NA,NA,0.91,0.7,0.77,0.81,NA,NA,0.09,0.3,0.23,0.19,NA,NA,2.68151006738043,1.04880102541608,1.47769369837043,1.75579259010246,NA,NA
"31","ATHF18","16809",0.351065,0.400505,0.04998,0.55098,NA,NA,"SpaceCakesLevel 1-2-0","SpaceCakesLevel 1-0-0","SpaceCakesLevel 2-2-0","SpaceCakesLevel 2-4-0",NA,NA,40,30,20,80,NA,NA,604,90,300,280,NA,NA,13,2,8,5,NA,NA,"1820","550","1509","1018",NA,NA,511,76,211,221,NA,NA,1.07848963463796,0.971328019736842,1.68785876919431,1.52155797058824,NA,NA,0.520146830023176,0.464473635525382,0.895773714441471,0.554016112406465,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,14,89,59,NA,NA,1.04105252043011,0.968925357142857,1.31530841685393,1.26760562372881,NA,NA,0.501729323136581,0.310913065204268,0.907952227873289,0.557471417747139,NA,NA,7,33,7,29,NA,NA,85,84,70,79,NA,NA,0.85,0.84,0.7,0.79,NA,NA,0.15,0.16,0.3,0.21,NA,NA,2.07286677898758,1.98891576641951,1.04880102541608,1.61284249403648,NA,NA
"32","ATHF18","16812",0.08238,0.048985,0,0,0.01566,NA,"SpaceCakesLevel 1-2-0","SpaceCakesLevel 2-2-1","SpaceCakesLevel 0-2-5","SpaceCakesLevel 3-0-7","SpaceCakesLevel 2-4-4",NA,38,60,60,40,68,NA,668,799,780,740,448,NA,14,20,8,15,6,NA,"1896","2088","2038","1652","1163",NA,550,616,653,496,259,NA,1.15463977254545,1.08821404530844,0.815395516539051,1.01731170485887,1.1037313707722,NA,0.528854547165189,0.523731595033036,0.412061651227922,0.635347414639805,0.965826863095208,NA,0,0,4,0,9,NA,NA,NA,0.52976005,NA,1.45308444444444,NA,NA,NA,0.36005852134017,NA,1.02037796476185,NA,118,183,123,244,180,NA,1.11558562881356,0.997316704918033,0.941962161707317,0.65207178454918,1.05835194883333,NA,0.641882292946005,0.661114878656658,0.718766350696359,0.576353243315917,1.10199257320926,NA,6,8,8,5,15,NA,82,77,84,67,58,NA,0.82,0.77,0.84,0.67,0.58,NA,0.18,0.23,0.16,0.33,0.4,NA,1.83073017568563,1.47769369837043,1.98891576641951,0.879826331346468,0.455240582277651,NA
"33","ATHF18","16815",0.0332,0.01684,0.03332,NA,NA,NA,"SpaceCakesLevel 1-0-0","SpaceCakesLevel 1-4-0","SpaceCakesLevel 2-0-4",NA,NA,NA,30,60,40,NA,NA,NA,500,788,200,NA,NA,NA,10,14,5,NA,NA,NA,"1621","2138","834",NA,NA,NA,405,652,109,NA,NA,NA,0.99758421308642,1.08157365567485,1.47607106055046,NA,NA,NA,0.611467449606676,0.565605593687278,1.36028232915983,NA,NA,NA,6,1,26,NA,NA,NA,0,0.634035,1.25850151538462,NA,NA,NA,0,NA,0.369583241509479,NA,NA,NA,89,135,65,NA,NA,NA,1.03137981573034,1.14700805555556,1.21803198923077,NA,NA,NA,0.709988480034811,0.745543927722927,1.3013613584008,NA,NA,NA,6,8,20,NA,NA,NA,81,83,55,NA,NA,NA,0.81,0.83,0.54,NA,NA,NA,0.18,0.17,0.33,NA,NA,NA,1.79326138289404,1.90833050629239,0.540346886184704,NA,NA,NA
"34","ATHF18","16818",0.35,0.36739,0,0.5215,0,NA,"SpaceCakesLevel 1-2-0","SpaceCakesLevel 2-3-0","SpaceCakesLevel 1-4-5","SpaceCakesLevel 3-3-0","SpaceCakesLevel 3-3-0",NA,40,60,60,20,10,NA,580,710,600,440,310,NA,10,14,11,9,8,NA,"1775","1892","1657","1659","771",NA,516,636,541,394,241,NA,1.05729135872093,1.41508166147799,1.16558014805915,1.67163942208122,1.60326697099585,NA,0.535636416782794,0.734738162301863,0.740785057292559,0.734083100503886,0.733148826970955,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,74,59,46,69,NA,1.182702228125,1.57282894594595,1.81330353728814,1.72033911086957,1.63808142898551,NA,0.606344914495638,0.662321715286708,0.982428041008742,1.01571192067054,0.772629524145488,NA,7,8,10,5,3,NA,89,90,90,90,78,NA,0.89,0.9,0.9,0.89,0.78,NA,0.11,0.1,0.1,0.11,0.22,NA,2.45305624007322,2.5631031310892,2.5631031310892,2.45305624007322,1.54438642837737,NA
"35","ATHF18","16821",0.1335,0,0,0.01674,0,NA,"SpaceCakesLevel 1-0-0","SpaceCakesLevel 1-0-1","SpaceCakesLevel 0-0-0","SpaceCakesLevel 2-0-0","SpaceCakesLevel 2-0-6",NA,30,30,31,40,40,NA,540,350,31,40,280,NA,11,9,1,1,7,NA,"2118","1830","223","71","765",NA,416,272,25,22,124,NA,1.08925904759615,0.978692910294118,0.840085996,0.391489095454545,0.794463354193548,NA,0.639387489021011,0.713811654303992,0.570434178517712,0.279964047178343,1.11742342444037,NA,12,17,1,0,38,NA,0.77305835,0.443779129411765,0,NA,0.716656660526316,NA,0.526543858145942,0.322482286372658,NA,NA,0.689266198639035,NA,112,61,5,18,118,NA,1.19731525714286,1.09207786393443,1.459487,0.442754456111111,0.755805987966102,NA,0.909262910070373,1.16577070329184,1.19125118968776,0.446485842243118,0.843414323997865,NA,6,9,100,100,14,NA,77,78,81,55,44,NA,0.77,0.78,0.8,0.55,0.44,NA,0.21,0.18,0.17,0.45,0.42,NA,1.54526809620345,1.6875583020315,1.79578648671911,0.251322693710148,0.0509242636450737,NA
"36","ATHF18","16824",0.150115,0.349985,0.70092,0,NA,NA,"SpaceCakesLevel 1-1-0","SpaceCakesLevel 2-2-0","SpaceCakesLevel 2-3-2","SpaceCakesLevel 3-0-5",NA,NA,30,60,60,36,NA,NA,600,550,320,435,NA,NA,12,14,6,9,NA,NA,"1781","1925","1568","1031",NA,NA,491,488,247,297,NA,NA,1.3337435592668,1.42060888790984,1.6269430611336,1.29901147074074,NA,NA,0.848336871934825,0.785409591220123,0.813533989991336,0.982639937682159,NA,NA,7,1,26,19,NA,NA,0,0.95102,1.59541965384615,0.228985,NA,NA,0,NA,1.24408452584567,0.388212749125184,NA,NA,102,61,47,119,NA,NA,1.58372801372549,1.54619564262295,1.46049608510638,1.00431944789916,NA,NA,1.17183348633562,0.999932450255999,0.996899420419227,1.37894766498359,NA,NA,5,11,19,8,NA,NA,82,89,77,68,NA,NA,0.82,0.89,0.77,0.68,NA,NA,0.17,0.11,0.15,0.27,NA,NA,1.86953034098901,2.45305624007322,1.775280238679,1.08051179013114,NA,NA
"37","ATHF18","16827",0,0.13354,0.016675,0.016935,NA,NA,"SpaceCakesLevel 1-0-0","SpaceCakesLevel 0-4-0","SpaceCakesLevel 0-2-3","SpaceCakesLevel 2-0-13",NA,NA,30,30,60,40,NA,NA,560,690,585,560,NA,NA,17,14,7,14,NA,NA,"1881","2014","1563","1535",NA,NA,374,501,457,299,NA,NA,1.71640345585561,1.53468506447106,1.53562531531729,2.0369071622408,NA,NA,1.31149695748427,0.890119944503795,0.948036829894408,1.40602393095943,NA,NA,56,17,24,95,NA,NA,1.80566269285714,0.701802341176471,1.64528661666667,1.30787576,NA,NA,1.77122454508661,0.985274838940031,0.82676561226056,1.47798760208128,NA,NA,130,172,104,166,NA,NA,2.02235917076923,1.79797283604651,1.98905635673077,1.55721561981928,NA,NA,1.59668112970102,0.987731113317578,1.31783189544847,1.28129717326754,NA,NA,5,4,10,7,NA,NA,67,73,78,53,NA,NA,0.67,0.73,0.78,0.53,NA,NA,0.23,0.25,0.18,0.3,NA,NA,1.17876001485845,1.28730274121271,1.6875583020315,0.599670374807871,NA,NA
"38","ATHF18","16830",0.08341,0,0,NA,NA,NA,"SpaceCakesLevel 1-3-0","SpaceCakesLevel 1-4-0","SpaceCakesLevel 2-1-4",NA,NA,NA,40,60,40,NA,NA,NA,550,675,320,NA,NA,NA,12,13,8,NA,NA,NA,"1842","2104","838",NA,NA,NA,491,577,177,NA,NA,NA,0.890552665580448,1.0579339905026,1.83277381525424,NA,NA,NA,0.511833475685549,0.693644801566595,1.4648006283572,NA,NA,NA,0,0,17,NA,NA,NA,NA,NA,1.39289317647059,NA,NA,NA,NA,NA,1.58902930039369,NA,NA,NA,59,98,126,NA,NA,NA,1.0304741440678,0.700102063061224,1.61985942222222,NA,NA,NA,0.610796023678034,0.6634766815416,2.52664191541756,NA,NA,NA,7,9,12,NA,NA,NA,89,85,55,NA,NA,NA,0.89,0.85,0.55,NA,NA,NA,0.11,0.15,0.39,NA,NA,NA,2.45305624007322,2.07286677898758,0.404980381302528,NA,NA,NA
"39","ATHF18","16833",0.03372,0,0.30082,0.61732,NA,NA,"SpaceCakesLevel 1-4-0","SpaceCakesLevel 1-4-0","SpaceCakesLevel 3-3-0","SpaceCakesLevel 4-0-0",NA,NA,60,60,60,40,NA,NA,585,588,639,320,NA,NA,12,16,13,6,NA,NA,"1859","2108","1730","888",NA,NA,455,415,495,275,NA,NA,1.51111943846154,1.58703756650602,2.22344303474747,2.24213811127273,NA,NA,0.736500534201284,0.953448204779408,1.07595110733542,1.10911407293984,NA,NA,4,2,1,0,NA,NA,1.3519775,0.5090825,2.219051,NA,NA,NA,0.916455317855159,0.719951375866801,NA,NA,NA,NA,126,171,143,45,NA,NA,1.77592817619048,2.18411600701754,2.20802641678322,2.50264435555556,NA,NA,1.02387454487808,1.53505867524119,1.10726181970154,1.41588944392107,NA,NA,10,10,9,12,NA,NA,78,71,77,86,NA,NA,0.78,0.71,0.77,0.86,NA,NA,0.22,0.29,0.22,0.14,NA,NA,1.54438642837737,1.10676943911135,1.5110400633739,2.16063868162991,NA,NA
"40","ATHF18","16836",0.09911001,0.016125,0.316995,0.44873,0.500615,NA,"SpaceCakesLevel 1-4-0","SpaceCakesLevel 2-3-0","SpaceCakesLevel 1-3-9","SpaceCakesLevel 3-4-0","SpaceCakesLevel 4-3-0",NA,13,60,40,80,19,NA,683,703,615,600,339,NA,12,16,15,11,7,NA,"1832","2093","1513","1625","857",NA,598,619,557,518,279,NA,0.931713321923077,1.00822502326333,0.855689529443447,1.44688684903475,1.58538146630824,NA,0.402972895649023,0.432823727344542,0.354328568309532,0.656920981254902,0.618107776299848,NA,0,0,1,1,0,NA,NA,NA,0.9346451,3.415745,NA,NA,NA,NA,NA,NA,NA,NA,85,84,57,81,60,NA,1.13105324941176,1.09562627261905,1.05784728070175,1.24741025185185,1.65654366166667,NA,0.581315044696965,0.58362436987662,0.593091031378928,0.563221821338696,0.784084472923511,NA,2,9,7,13,6,NA,88,88,91,86,82,NA,0.88,0.88,0.91,0.86,0.82,NA,0.12,0.12,0.09,0.14,0.18,NA,2.34997358413218,2.34997358413218,2.68151006738043,2.16063868162991,1.83073017568563,NA
"41","ATHF18","16839",0.400425,0.40039,0.35118,0.66814,0.867635,NA,"SpaceCakesLevel 0-4-0","SpaceCakesLevel 1-0-1","SpaceCakesLevel 1-0-2","SpaceCakesLevel 2-1-0","SpaceCakesLevel 2-4-0",NA,30,30,30,40,57,NA,402,460,270,159,357,NA,7,8,7,4,7,NA,"1641","1941","1373","1497","949",NA,331,375,219,107,281,NA,1.42231418519637,1.39311049706667,0.943841084018265,3.99484341121495,3.10815753024911,NA,0.84444290213023,0.77098497546467,0.387537688266234,1.72750476863891,1.02376853333644,NA,0,0,0,17,6,NA,NA,NA,NA,5.00594270588235,2.50514566666667,NA,NA,NA,NA,0.902096979500941,1.47907830008998,NA,71,85,51,35,70,NA,1.58700660140845,1.37270941411765,0.985701178431373,3.77877485714286,2.81532318428571,NA,0.901810558059065,0.681323592280742,0.543286094278831,1.46105035160723,1.03504700076972,NA,7,7,11,25,16,NA,82,82,81,67,79,NA,0.82,0.81,0.81,0.67,0.79,NA,0.18,0.19,0.19,0.22,0.2,NA,1.83073017568563,1.75579259010246,1.75579259010246,1.21210637986192,1.64804248059115,NA
"42","ATHF18","16842",0.049685,0,0.08329999,0,NA,NA,"SpaceCakesLevel 1-1-1","SpaceCakesLevel 2-0-2","SpaceCakesLevel 2-3-0","SpaceCakesLevel 2-4-1",NA,NA,19,40,20,11,NA,NA,319,670,260,270,NA,NA,10,17,6,5,NA,NA,"856","1890","1502","721",NA,NA,258,488,180,193,NA,NA,0.955461903488372,1.0477959477459,1.65523637822222,1.32936683056995,NA,NA,0.611479294134974,0.756028283650733,0.891912464086842,0.991857992755544,NA,NA,2,5,30,8,NA,NA,0.2669275,0.47061,2.10675733333333,0.5565375125,NA,NA,0.30685959429762,0.442091357972823,1.47013601017854,0.384475961422544,NA,NA,59,177,50,69,NA,NA,0.876437474576271,0.886260173954802,1.7096872058,0.964846397101449,NA,NA,0.551992926028087,0.928582837591816,1.11861503171127,0.90811660448197,NA,NA,6,6,8,4,NA,NA,81,73,69,71,NA,NA,0.81,0.73,0.69,0.71,NA,NA,0.19,0.26,0.19,0.26,NA,NA,1.75579259010246,1.25615839640954,1.37374664239868,1.19673012494859,NA,NA
"43","ATM1F18","16921",0.04999,0,0,0.30112,NA,NA,"SpaceCakesLevel 0-4-0","SpaceCakesLevel 2-4-0","SpaceCakesLevel 2-3-1","SpaceCakesLevel 2-4-0",NA,NA,10,39,40,60,NA,NA,190,479,220,237,NA,NA,6,10,4,4,NA,NA,"533","1352","1635","898",NA,NA,165,354,115,187,NA,NA,1.18361262424242,1.12493203418079,1.40178695130435,1.3940687459893,NA,NA,0.640204854264435,0.62101537003198,1.03161837335599,0.679739811618127,NA,NA,0,1,52,0,NA,NA,NA,1.785725,0.668330184615385,NA,NA,NA,NA,NA,0.437808563992422,NA,NA,NA,25,124,53,50,NA,NA,1.250786092,0.921662777419355,0.841114773773585,1.308034944,NA,NA,1.04721988062744,0.646330816838561,0.667705233385941,0.916938880250478,NA,NA,5,8,18,25,NA,NA,87,74,52,79,NA,NA,0.87,0.74,0.52,0.79,NA,NA,0.13,0.26,0.24,0.21,NA,NA,2.2527822580776,1.28669081078583,0.756456146304821,1.61284249403648,NA,NA
