"id.x","userID","accessCode.x","task.x","pre_nihScore","pre_nihAccuracy","pre_nihRTScore","id.y","accessCode.y","task.y","post_nihScore","post_nihAccuracy","post_nihRTScore"
202,16878,"PUF18","dccs",7.15761,5,2.41402,947,"FA18UCpost","dccs",7.33638,5,2.59279
201,16879,"PUF18","dccs",6.57947,4,2.2205,946,"FA18UCpost","dccs",5.77957,5,0.907771
200,16880,"PUF18","dccs",7.78582,5,2.91403,945,"FA18UCpost","dccs",8.62152,5,3.62152
199,16881,"PUF18","dccs",0,4,0,944,"FA18UCpost","dccs",6.8915,4,2.66073
199,16881,"PUF18","dccs",0,4,0,943,"FA18UCpost","dccs",6.83618,4,2.349
198,16882,"PUF18","dccs",6.70973,4,2.60717,942,"FA18UCpost","dccs",7.49314,4,3.00596
196,16884,"PUF18","dccs",5.71863,4,1.23145,941,"FA18UCpost","dccs",7.30554,5,2.56195
195,16885,"PUF18","dccs",2.05128,2,3.14466,940,"FA18UCpost","dccs",3.20513,3,3.73371
194,16886,"PUF18","dccs",7.43947,5,2.43947,939,"FA18UCpost","dccs",6.84279,4,2.59279
193,16887,"PUF18","dccs",6.12265,4,1.74765,938,"FA18UCpost","dccs",6.82202,4,2.47991
192,16888,"PUF18","dccs",5.59106,4,1.23208,937,"FA18UCpost","dccs",7.33609,5,2.7207
191,16889,"PUF18","dccs",7.4399,4,3.08092,936,"FA18UCpost","dccs",7.29614,5,2.55255
190,16890,"PUF18","dccs",8.44408,4,3.9569,935,"FA18UCpost","dccs",6.77689,4,2.67433
188,16896,"PUF18","dccs",7.66356,4,3.56099,934,"FA18UCpost","dccs",6.62508,4,2.39431
187,16897,"PUF18","dccs",6.34506,4,1.98608,933,"FA18UCpost","dccs",7.40645,4,3.17568
185,16899,"PUF18","dccs",7.6052,5,2.73341,932,"FA18UCpost","dccs",7.36029,5,2.74491
183,16901,"PUF18","dccs",7.01055,4,2.77978,931,"FA18UCpost","dccs",5.70787,4,1.4771
181,16903,"PUF18","dccs",7.90831,5,3.03652,930,"FA18UCpost","dccs",7.97678,5,3.10498
180,16904,"PUF18","dccs",4.92459,4,0.693822,929,"FA18UCpost","dccs",4.9806,4,0.749834
178,16906,"PUF18","dccs",7.60022,5,2.85663,928,"FA18UCpost","dccs",8.86937,5,3.99757
177,16907,"PUF18","dccs",8.46663,5,3.59483,927,"FA18UCpost","dccs",8.04605,5,3.43066
176,16908,"PUF18","dccs",8.37174,5,3.37174,926,"FA18UCpost","dccs",7.88644,5,3.01465
175,17547,"PUF18","dccs",7.73554,5,3.12016,738,"FA18UCpost","dccs",7.21015,5,2.33835
174,17548,"PUF18","dccs",7.69956,5,2.95597,737,"FA18UCpost","dccs",3.84615,4,2.34048
173,17549,"PUF18","dccs",6.75983,4,2.40086,736,"FA18UCpost","dccs",6.96527,5,2.09348
172,17550,"PUF18","dccs",2.17949,2,3.66023,735,"FA18UCpost","dccs",3.07692,3,2.46973
171,17551,"PUF18","dccs",7.69629,5,2.8245,734,"FA18UCpost","dccs",7.83916,5,2.83916
170,17552,"PUF18","dccs",7.87487,5,3.00307,733,"FA18UCpost","dccs",8.29448,5,3.29448
169,17553,"PUF18","dccs",7.57741,5,2.83382,732,"FA18UCpost","dccs",7.2059,5,2.33411
168,17554,"PUF18","dccs",8.78778,4,4.3006,731,"FA18UCpost","dccs",8.7366,5,3.99301
167,17555,"PUF18","dccs",2.5641,3,2.50845,715,"FA18UCpost","dccs",2.30769,2,2.20047
166,17556,"PUF18","dccs",6.85039,5,2.1068,730,"FA18UCpost","dccs",7.83173,4,3.34455
165,17557,"PUF18","dccs",2.69231,3,2.36615,729,"FA18UCpost","dccs",2.82051,3,4.3537
164,17558,"PUF18","dccs",7.34687,5,2.34687,728,"FA18UCpost","dccs",7.67929,5,2.67929
163,17559,"PUF18","dccs",7.32578,5,2.45399,727,"FA18UCpost","dccs",6.65342,5,1.65342
162,17560,"PUF18","dccs",7.6754,4,3.18822,726,"FA18UCpost","dccs",5.09824,4,0.867466
161,17561,"PUF18","dccs",3.97436,4,2.92653,725,"FA18UCpost","dccs",6.63252,4,2.14534
160,17562,"PUF18","dccs",7.30637,4,2.81919,724,"FA18UCpost","dccs",6.98431,5,2.24072
159,17563,"PUF18","dccs",7.58945,5,2.84586,714,"FA18UCpost","dccs",7.39777,5,2.78238
158,17564,"PUF18","dccs",2.17949,2,3.77861,723,"FA18UCpost","dccs",7.48593,4,2.99875
157,17565,"PUF18","dccs",6.77781,5,1.77781,722,"FA18UCpost","dccs",7.9844,5,2.9844
156,17566,"PUF18","dccs",7.33103,5,2.71564,721,"FA18UCpost","dccs",8.00531,5,3.26172
155,17567,"PUF18","dccs",6.64291,5,1.89932,720,"FA18UCpost","dccs",6.83415,5,1.95915
154,17568,"PUF18","dccs",2.30769,2,2.12118,719,"FA18UCpost","dccs",3.46154,3,2.05584
153,17569,"PUF18","dccs",6.75694,5,2.01335,718,"FA18UCpost","dccs",7.44674,5,2.57494
152,17570,"PUF18","dccs",3.97436,4,3.33613,717,"FA18UCpost","dccs",9.48718,4,5
151,17571,"PUF18","dccs",7.65974,4,3.17256,716,"FA18UCpost","dccs",7.71089,5,2.9673
150,17572,"PUF18","dccs",7.68168,4,3.32271,713,"FA18UCpost","dccs",8.12936,4,3.77038
149,17573,"PUF18","dccs",0,4,0,712,"FA18UCpost","dccs",2.30769,2,2.55021
148,17574,"PUF18","dccs",8.03212,5,3.03212,711,"FA18UCpost","dccs",7.7083,5,3.09292
147,17575,"PUF18","dccs",6.94641,4,2.71564,710,"FA18UCpost","dccs",6.34938,4,2.24682
146,17576,"PUF18","dccs",7.99397,5,3.37859,709,"FA18UCpost","dccs",7.20915,4,2.72197
144,17578,"PUF18","dccs",7.89198,5,2.89198,708,"FA18UCpost","dccs",7.78744,5,3.04385
143,17579,"PUF18","dccs",2.30769,2,2.10776,693,"FA18UCpost","dccs",4.54545,5,0
143,17579,"PUF18","dccs",2.30769,2,2.10776,692,"FA18UCpost","dccs",6.3039,4,1.81672
142,17580,"PUF18","dccs",7.73979,5,2.73979,707,"FA18UCpost","dccs",6.91555,4,2.42837
141,17581,"PUF18","dccs",6.9796,4,2.49242,706,"FA18UCpost","dccs",8.27445,4,4.04368
140,17582,"PUF18","dccs",2.05128,2,2.09538,705,"FA18UCpost","dccs",3.46154,3,2.23869
139,17583,"PUF18","dccs",2.4359,2,2.64966,704,"FA18UCpost","dccs",2.05128,2,3.16322
138,17584,"PUF18","dccs",2.5641,3,3.61004,703,"FA18UCpost","dccs",3.46154,3,2.55372
137,17585,"PUF18","dccs",8.26759,5,3.524,702,"FA18UCpost","dccs",7.92867,5,3.18508
136,17587,"PUF18","dccs",6.55025,5,2.05025,701,"FA18UCpost","dccs",7.57982,5,2.82982
135,17588,"PUF18","dccs",8.97198,5,4.22839,700,"FA18UCpost","dccs",7.92449,5,3.05269
134,17589,"PUF18","dccs",7.05527,4,2.8245,699,"FA18UCpost","dccs",3.46154,3,3.10498
133,17590,"PUF18","dccs",6.69029,5,1.9467,698,"FA18UCpost","dccs",6.85156,5,1.97977
132,17591,"PUF18","dccs",6.61561,4,2.51305,697,"FA18UCpost","dccs",7.04265,5,2.42726
131,17592,"PUF18","dccs",7.80619,4,3.70362,696,"FA18UCpost","dccs",7.40536,4,2.91818
130,17594,"PUF18","dccs",0,4,0,691,"FA18UCpost","dccs",3.20513,3,2.29002
129,17595,"PUF18","dccs",7.7038,5,3.08841,695,"FA18UCpost","dccs",8.27494,5,3.53135
128,17596,"PUF18","dccs",8.75719,5,4.0136,694,"FA18UCpost","dccs",6.86161,4,2.75905
127,17597,"PUF18","dccs",6.61056,5,1.73877,690,"FA18UCpost","dccs",7.78157,5,3.03798
126,17599,"PUF18","dccs",5.68513,4,1.45436,689,"FA18UCpost","dccs",3.58974,4,0.958945
125,17600,"PUF18","dccs",7.08225,5,2.21046,674,"FA18UCpost","dccs",7.23332,5,2.48332
124,17601,"PUF18","dccs",7.8039,5,2.9321,688,"FA18UCpost","dccs",6.71796,5,1.97437
123,17603,"PUF18","dccs",7.47776,5,2.60597,672,"FA18UCpost","dccs",7.5142,5,2.5142
122,17604,"PUF18","dccs",7.28001,4,2.79283,687,"FA18UCpost","dccs",3.33333,3,2.3109
121,17605,"PUF18","dccs",6.6604,5,1.6604,671,"FA18UCpost","dccs",7.05835,5,2.18655
120,17606,"PUF18","dccs",3.375,3,2.6411,686,"FA18UCpost","dccs",8.29369,5,3.4219
119,17607,"PUF18","dccs",6.23287,5,1.48928,670,"FA18UCpost","dccs",7.37959,5,2.76421
118,17608,"PUF18","dccs",7.21021,4,2.85124,685,"FA18UCpost","dccs",7.6373,5,3.02191
117,17610,"PUF18","dccs",9.04945,5,4.30586,684,"FA18UCpost","dccs",7.53904,5,2.79545
116,17611,"PUF18","dccs",7.0529,4,2.95033,683,"FA18UCpost","dccs",6.32405,4,1.83687
115,17611,"PUF18","dccs",7.24188,5,2.62649,683,"FA18UCpost","dccs",6.32405,4,1.83687
114,17612,"PUF18","dccs",0,4,0,669,"FA18UCpost","dccs",6.85969,4,2.62892
113,17613,"PUF18","dccs",7.42928,5,2.81389,682,"FA18UCpost","dccs",7.06629,5,2.19449
112,17615,"PUF18","dccs",2.05128,2,3.11104,668,"FA18UCpost","dccs",2.4359,2,2.76939
111,17616,"PUF18","dccs",7.5424,5,2.67061,681,"FA18UCpost","dccs",7.65027,5,2.77847
110,17617,"PUF18","dccs",7.8305,5,3.08691,680,"FA18UCpost","dccs",8.16477,5,3.16477
109,17618,"PUF18","dccs",7.44033,4,2.95315,679,"FA18UCpost","dccs",6.70798,4,2.349
108,17619,"PUF18","dccs",6.95909,4,2.72832,678,"FA18UCpost","dccs",7.6219,5,2.87831
107,17620,"PUF18","dccs",3.71795,4,1.82929,677,"FA18UCpost","dccs",7.19022,4,2.70304
106,17621,"PUF18","dccs",1.79487,2,3.3803,667,"FA18UCpost","dccs",2.375,2,3.03945
105,17622,"PUF18","dccs",7.47305,4,3.11408,676,"FA18UCpost","dccs",6.24079,5,1.4972
104,17623,"PUF18","dccs",2.69231,3,3.08392,675,"FA18UCpost","dccs",2.30769,2,2.94471
103,17625,"PUF18","dccs",6.63952,5,2.13952,666,"FA18UCpost","dccs",7.33877,5,2.59518
102,17627,"PUF18","dccs",7.46429,5,2.7207,665,"FA18UCpost","dccs",7.719,5,2.84721
101,17628,"PUF18","dccs",7.05825,4,2.69927,655,"FA18UCpost","dccs",7.57483,5,2.70304
100,17629,"PUF18","dccs",8.63218,5,3.88859,654,"FA18UCpost","dccs",8.15311,5,3.28132
99,17630,"PUF18","dccs",6.99032,4,2.63135,664,"FA18UCpost","dccs",8.05687,5,3.18508
98,17632,"PUF18","dccs",7.6594,5,2.7876,663,"FA18UCpost","dccs",6.52468,5,1.78109
97,17634,"PUF18","dccs",6.44812,4,1.96094,662,"FA18UCpost","dccs",5.78084,5,1.16546
96,17635,"PUF18","dccs",7.42068,4,2.9335,661,"FA18UCpost","dccs",7.03465,5,2.29106
95,17636,"PUF18","dccs",7.27149,5,2.39649,660,"FA18UCpost","dccs",6.83517,5,2.09158
94,17637,"PUF18","dccs",7.28912,5,2.54553,659,"FA18UCpost","dccs",6.92816,5,2.18457
93,17638,"PUF18","dccs",6.57144,4,2.21246,653,"FA18UCpost","dccs",7.35245,4,3.12168
92,17640,"PUF18","dccs",8.19012,5,3.44653,658,"FA18UCpost","dccs",8.13767,4,3.65049
91,17641,"PUF18","dccs",6.8715,5,2.12791,657,"FA18UCpost","dccs",6.18385,5,1.44026
90,17642,"PUF18","dccs",8.16297,5,3.29118,656,"FA18UCpost","dccs",3.46154,3,4.32434
89,17645,"PUF18","dccs",2.05128,2,1.922,652,"FA18UCpost","dccs",3.33333,3,2.15021
88,17651,"PUF18","dccs",8.03812,5,3.16633,651,"FA18UCpost","dccs",7.14445,5,2.40086
87,17653,"PUF18","dccs",6.9786,5,2.1068,612,"FA18UCpost","dccs",6.3684,5,1.3684
86,17654,"PUF18","dccs",2.30769,2,3.71561,650,"FA18UCpost","dccs",7.4136,4,3.31104
85,17655,"PUF18","dccs",7.51535,5,2.51535,641,"FA18UCpost","dccs",7.60717,5,2.60717
84,17657,"PUF18","dccs",6.5121,5,1.89672,649,"FA18UCpost","dccs",7.76652,5,2.89472
83,17659,"PUF18","dccs",2.05128,2,3.76628,648,"FA18UCpost","dccs",6.88104,4,2.77847
82,17661,"PUF18","dccs",7.5532,4,3.06602,640,"FA18UCpost","dccs",6.67438,5,1.93079
81,17662,"PUF18","dccs",7.65662,4,3.16944,647,"FA18UCpost","dccs",7.32233,4,2.83515
80,17663,"PUF18","dccs",8.24206,5,3.49847,646,"FA18UCpost","dccs",7.86985,5,3.12626
79,17665,"PUF18","dccs",2.17949,2,3.82025,645,"FA18UCpost","dccs",7.52112,5,2.90573
78,17666,"PUF18","dccs",2.05128,2,2.6156,639,"FA18UCpost","dccs",2.05128,2,3.39927
77,17667,"PUF18","dccs",6.0208,5,1.40542,644,"FA18UCpost","dccs",7.01515,5,2.39977
76,17668,"PUF18","dccs",7.39844,4,2.91126,638,"FA18UCpost","dccs",5.28757,4,1.0568
75,17669,"PUF18","dccs",6.9222,4,2.43502,637,"FA18UCpost","dccs",7.70178,5,2.70178
74,17670,"PUF18","dccs",2.17949,2,3.34793,643,"FA18UCpost","dccs",6.7831,4,2.68054
73,17671,"PUF18","dccs",7.65485,5,2.91126,636,"FA18UCpost","dccs",7.79283,5,2.79283
72,17672,"PUF18","dccs",2.5641,3,1.9115,635,"FA18UCpost","dccs",3.46154,3,2.20446
71,17677,"PUF18","dccs",3.84615,4,1.31802,634,"FA18UCpost","dccs",6.18827,4,1.82929
70,17678,"PUF18","dccs",6.62907,5,1.88548,633,"FA18UCpost","dccs",7.36402,5,2.62043
69,17679,"PUF18","dccs",6.50086,5,1.88548,632,"FA18UCpost","dccs",7.21671,5,2.47312
68,17680,"PUF18","dccs",8.42393,4,4.19316,618,"FA18UCpost","dccs",6.94758,4,2.57258
67,17681,"PUF18","dccs",2.30769,2,3.3615,631,"FA18UCpost","dccs",2.4359,2,2.79022
66,17682,"PUF18","dccs",7.50522,5,2.76163,630,"FA18UCpost","dccs",7.87443,5,3.13084
65,17683,"PUF18","dccs",8.3095,5,3.4377,629,"FA18UCpost","dccs",7.88787,5,2.88787
64,17684,"PUF18","dccs",6.96928,4,2.73851,617,"FA18UCpost","dccs",7.77477,5,2.90298
63,17685,"PUF18","dccs",6.79798,5,2.18259,628,"FA18UCpost","dccs",7.01705,5,2.27346
62,17686,"PUF18","dccs",3.07692,3,4.02512,616,"FA18UCpost","dccs",3.58974,4,2.46747
61,17687,"PUF18","dccs",6.54284,5,1.79925,627,"FA18UCpost","dccs",7.0774,5,2.0774
60,17688,"PUF18","dccs",7.72832,5,2.72832,615,"FA18UCpost","dccs",7.37251,5,2.62892
59,17689,"PUF18","dccs",8.07197,5,3.07197,626,"FA18UCpost","dccs",7.88848,4,3.52951
58,17690,"PUF18","dccs",7.27119,5,2.6558,625,"FA18UCpost","dccs",6.37416,4,2.01518
57,17691,"PUF18","dccs",7.90988,5,2.90988,614,"FA18UCpost","dccs",8.01492,5,3.14312
56,17695,"PUF18","dccs",3.97436,4,2.52807,624,"FA18UCpost","dccs",8.03642,5,3.29283
55,17696,"PUF18","dccs",3.84615,4,2.64721,623,"FA18UCpost","dccs",6.48167,4,2.2509
54,17697,"PUF18","dccs",5,5,0,613,"FA18UCpost","dccs",6.4499,4,1.96272
53,17697,"PUF18","dccs",6.35483,4,2.12406,613,"FA18UCpost","dccs",6.4499,4,1.96272
52,17698,"PUF18","dccs",5.51907,4,1.41651,622,"FA18UCpost","dccs",6.97732,4,2.49014
51,17699,"PUF18","dccs",3.46154,3,1.54238,621,"FA18UCpost","dccs",7.67513,5,2.80334
50,17700,"PUF18","dccs",7.20817,5,2.59279,620,"FA18UCpost","dccs",7.22015,5,2.60476
49,17701,"PUF18","dccs",3.71795,4,3.50937,619,"FA18UCpost","dccs",7.93968,5,3.19609
48,18617,"PUF18","dccs",7.12843,5,2.51305,742,"FA18UCpost","dccs",7.76104,5,2.88924
47,18618,"PUF18","dccs",7.12584,4,2.63866,741,"FA18UCpost","dccs",7.88688,5,3.2715
46,18661,"PUF18","dccs",7.45054,5,2.83515,740,"FA18UCpost","dccs",7.34752,5,2.73213
552,16995,"PUF18a","dccs",5.85425,4,1.47925,910,"FA18UCpost","dccs",5.63688,4,1.40611
550,16992,"PUF18a","dccs",7.74156,5,2.99156,913,"FA18UCpost","dccs",7.46937,5,2.72578
549,16931,"PUF18a","dccs",6.62172,5,1.87172,896,"FA18UCpost","dccs",7.16422,5,2.42063
548,16993,"PUF18a","dccs",6.70846,5,2.20846,912,"FA18UCpost","dccs",7.47765,5,2.47765
547,16987,"PUF18a","dccs",7.43213,4,3.05713,917,"FA18UCpost","dccs",7.28795,5,2.54436
545,16923,"PUF18a","dccs",6.99111,4,2.86068,904,"FA18UCpost","dccs",7.60022,5,2.85663
544,16932,"PUF18a","dccs",8.62173,4,4.19316,895,"FA18UCpost","dccs",7.67226,4,3.18508
543,16934,"PUF18a","dccs",3.27586,3,2.86609,893,"FA18UCpost","dccs",7.97981,5,3.10801
542,16933,"PUF18a","dccs",2.59259,3,3.80559,894,"FA18UCpost","dccs",7.24107,4,2.75389
541,16983,"PUF18a","dccs",7.71942,5,2.97583,921,"FA18UCpost","dccs",8.37174,5,3.37174
540,16921,"PUF18a","dccs",7.2896,5,2.71817,906,"FA18UCpost","dccs",3.97436,4,2.55372
539,16929,"PUF18a","dccs",5,5,0,898,"FA18UCpost","dccs",7.26471,5,2.52112
538,16928,"PUF18a","dccs",5,5,0,899,"FA18UCpost","dccs",6.07645,4,1.58927
537,16920,"PUF18a","dccs",5,5,0,907,"FA18UCpost","dccs",4.74145,4,0.25427
535,16982,"PUF18a","dccs",7.82956,5,2.95456,922,"FA18UCpost","dccs",7.48829,4,3.12931
534,16926,"PUF18a","dccs",5,5,0,901,"FA18UCpost","dccs",7.21897,5,2.47538
533,16927,"PUF18a","dccs",6.66935,4,2.5904,900,"FA18UCpost","dccs",3.97436,4,2.26832
532,16927,"PUF18a","dccs",6.44926,5,1.82426,900,"FA18UCpost","dccs",3.97436,4,2.26832
531,16925,"PUF18a","dccs",5,5,0,902,"FA18UCpost","dccs",7.14445,5,2.40086
530,16988,"PUF18a","dccs",7.36408,4,3.11408,916,"FA18UCpost","dccs",7.59407,5,2.97868
529,16924,"PUF18a","dccs",5,5,0,903,"FA18UCpost","dccs",7.60562,5,2.86203
528,16985,"PUF18a","dccs",8.28132,5,3.28132,919,"FA18UCpost","dccs",7.81521,5,2.81521
527,16986,"PUF18a","dccs",6.44591,5,1.82091,918,"FA18UCpost","dccs",7.31768,4,3.08691
526,16990,"PUF18a","dccs",7.13866,5,2.63866,915,"FA18UCpost","dccs",6.92,5,2.30462
525,16991,"PUF18a","dccs",6.50615,4,2.50615,914,"FA18UCpost","dccs",6.16303,5,1.41303
524,17023,"PUF18a","dccs",8.31184,4,3.93684,869,"FA18UCpost","dccs",8.8831,5,4.0113
522,17027,"PUF18a","dccs",7.22758,4,2.85258,865,"FA18UCpost","dccs",6.99333,4,2.50615
521,17025,"PUF18a","dccs",6.57148,4,2.19648,867,"FA18UCpost","dccs",7.63148,5,3.0161
520,17019,"PUF18a","dccs",6.42836,5,1.67836,873,"FA18UCpost","dccs",7.0629,5,2.31931
519,17022,"PUF18a","dccs",7.86203,5,2.86203,870,"FA18UCpost","dccs",8.07895,5,3.20715
518,17024,"PUF18a","dccs",8.35339,4,4.22839,868,"FA18UCpost","dccs",3.97436,4,1.49865
517,17008,"PUF18a","dccs",7.61203,5,2.86203,884,"FA18UCpost","dccs",7.74522,5,3.00163
516,17009,"PUF18a","dccs",7.94846,5,3.07346,883,"FA18UCpost","dccs",6.73155,5,1.85976
515,17006,"PUF18a","dccs",7.66167,5,3.16167,886,"FA18UCpost","dccs",8.03359,5,3.03359
514,17007,"PUF18a","dccs",7.88385,5,3.00885,885,"FA18UCpost","dccs",7.58552,5,2.97014
513,17017,"PUF18a","dccs",8.02216,5,3.52216,875,"FA18UCpost","dccs",7.68503,4,3.32606
512,17033,"PUF18a","dccs",8.29983,5,3.54983,859,"FA18UCpost","dccs",3.33333,3,4.46961
511,17016,"PUF18a","dccs",8.11409,5,3.23909,876,"FA18UCpost","dccs",7.37694,5,2.37694
510,17030,"PUF18a","dccs",8.05068,5,3.17568,862,"FA18UCpost","dccs",8.08212,5,3.21033
509,17014,"PUF18a","dccs",7.86408,5,3.11408,878,"FA18UCpost","dccs",6.13009,4,1.89932
508,17029,"PUF18a","dccs",7.37632,5,2.75132,863,"FA18UCpost","dccs",8.50782,5,3.76423
507,17031,"PUF18a","dccs",6.97765,5,2.47765,861,"FA18UCpost","dccs",4.23077,4,0
506,17028,"PUF18a","dccs",7.89198,5,2.89198,864,"FA18UCpost","dccs",7.88644,5,3.01465
505,17032,"PUF18a","dccs",6.37184,5,1.74684,860,"FA18UCpost","dccs",7.19022,4,2.70304
504,17020,"PUF18a","dccs",7.15673,5,2.28173,872,"FA18UCpost","dccs",0,4,0
503,17021,"PUF18a","dccs",6.68854,5,2.18854,871,"FA18UCpost","dccs",7.31349,5,2.4417
502,17015,"PUF18a","dccs",7.19747,5,2.32247,877,"FA18UCpost","dccs",0,4,0
501,17012,"PUF18a","dccs",6.74928,4,2.49928,880,"FA18UCpost","dccs",3.84615,4,3.37003
500,17013,"PUF18a","dccs",8.12016,5,3.12016,879,"FA18UCpost","dccs",7.49586,5,2.62407
499,17011,"PUF18a","dccs",3.75,4,4.23856,881,"FA18UCpost","dccs",6.73922,4,2.50845
498,17011,"PUF18a","dccs",7.20293,4,3.07793,881,"FA18UCpost","dccs",6.73922,4,2.50845
497,17018,"PUF18a","dccs",6.12377,4,1.99877,874,"FA18UCpost","dccs",3.71795,4,2.43502
491,17039,"PUF18a","dccs",6.77911,5,2.15411,836,"FA18UCpost","dccs",2.5641,3,2.30253
487,17043,"PUF18a","dccs",7.40217,5,2.77717,832,"FA18UCpost","dccs",7.08326,5,2.21146
483,17035,"PUF18a","dccs",7.4669,5,2.7169,840,"FA18UCpost","dccs",7.45857,5,2.84318
482,17035,"PUF18a","dccs",7.53,5,2.99875,840,"FA18UCpost","dccs",7.45857,5,2.84318
481,17041,"PUF18a","dccs",7.35945,5,2.48445,834,"FA18UCpost","dccs",7.46184,5,2.46184
480,17038,"PUF18a","dccs",8.01661,5,3.26661,837,"FA18UCpost","dccs",8.69766,5,3.69766
479,17037,"PUF18a","dccs",7.09159,5,2.59159,838,"FA18UCpost","dccs",6.83541,5,1.96362
478,17042,"PUF18a","dccs",8.90473,5,4.27973,833,"FA18UCpost","dccs",8.06316,5,3.19136
477,17040,"PUF18a","dccs",6.64932,5,1.89932,835,"FA18UCpost","dccs",7.83207,5,3.21668
476,17048,"PUF18a","dccs",3.5,4,3.82025,828,"FA18UCpost","dccs",3.97436,4,4.40262
475,17036,"PUF18a","dccs",7.54444,4,3.16944,839,"FA18UCpost","dccs",7.16231,4,2.80334
474,17049,"PUF18a","dccs",7.32051,5,2.69551,827,"FA18UCpost","dccs",7.4937,5,2.87831
473,17049,"PUF18a","dccs",7.06336,5,2.43836,827,"FA18UCpost","dccs",7.4937,5,2.87831
470,17044,"PUF18a","dccs",7.82716,5,2.82716,831,"FA18UCpost","dccs",7.39213,5,2.39213
469,17045,"PUF18a","dccs",7.28073,4,2.90573,830,"FA18UCpost","dccs",6.20716,5,1.46357
467,17046,"PUF18a","dccs",7.31113,5,2.43613,829,"FA18UCpost","dccs",7.32915,5,2.45735
